0.090873 0.126416 0.108122 0.193607 -0.208481 0.174529 0.109679 -0.043822 0.095806 0.075824
0.062128 -0.204522 0.099272 0.043691 0.016492 -0.095175 0.195180 -0.199426 0.253332 0.259607
0.024492 -0.146738 0.181133 -0.242484 0.042925 0.052031 0.198175 0.110772 -0.157453 -0.150534
-0.112660 0.109386 -0.051016 0.113476 -0.041673 0.126587 0.127373 0.047788 0.060539 0.077123
0.089149 0.044634 0.128645 0.042158 0.111381 -0.087790 0.072848 0.061292 0.040655 0.034847
0.047342 0.183164 0.010960 0.132905 -0.012042 0.292023 -0.104798 0.105207 0.136461 -0.006847
0.037639 0.145298 0.100744 0.034401 0.139917 -0.048529 0.033399 0.107520 0.082976 0.112779
0.125622 0.232230 -0.202830 0.134532 -0.189180 -0.160057 -0.152705 -0.008447 0.153490 0.009421
0.057922 -0.031122 -0.160253 0.041929 -0.017931 0.091162 0.111565 0.067427 -0.149659 -0.110487
0.053071 0.082794 -0.066235 0.166716 0.045983 0.140217 0.166321 -0.088096 0.126026 0.114685
-0.003769 0.081345 -0.087468 -0.171336 0.104328 -0.072645 -0.148989 -0.123973 -0.056374 0.074746
0.152430 0.119561 0.032380 -0.072709 0.074684 -0.108192 0.142307 -0.023979 -0.059392 0.066675
0.160042 0.122743 -0.076936 0.162764 -0.014510 0.061804 0.074884 0.038363 -0.106330 0.002519
0.102341 0.056432 0.084228 0.137425 0.070589 0.048464 -0.002256 0.055329 0.150438 0.084763
-0.080714 -0.110803 0.124168 0.121408 -0.206531 0.127861 -0.020127 -0.000045 0.074732 0.158746
0.037978 0.121402 0.087494 0.139519 0.152925 0.156446 0.048327 0.112187 0.118336 0.073977
-0.153462 -0.073710 -0.000909 0.077268 0.021637 0.042271 0.110186 0.024918 0.016328 0.032835
0.071580 -0.248642 0.043808 -0.141867 0.031922 -0.055455 0.005311 -0.051044 -0.046585 -0.068455
-0.073009 -0.051668 0.021079 -0.010122 -0.044935 0.017174 -0.010313 -0.022300 -0.002793 0.026781
0.085035 -0.016501 0.032413 -0.009344 0.038075 0.040639 -0.031839 0.076948 -0.012223 0.032053
0.008467 -0.020789 0.013112 0.085419 -0.090292 0.131603 0.032677 -0.008247 0.014309 0.050057
-0.032849 -0.084188 -0.088610 -0.078418 0.013358 -0.072186 0.011719 -0.054411 -0.130949 -0.018452
-0.148377 0.047505 -0.167222 0.012677 0.140861 0.018384 -0.108908 -0.146353 -0.211892 -0.252042
0.057007 0.161775 0.082403 0.068665 0.128219 0.140978 0.153396 0.042079 0.163211 0.087556
0.244141 -0.041411 -0.206108 0.038678 0.151786 0.127199 0.135511 -0.097116 -0.037551 0.029411
0.237347 -0.050893 0.153952 -0.057871 0.047110 0.138377 -0.046539 -0.223754 0.005715 0.110541
-0.024720 -0.078271 -0.016427 0.087352 -0.021590 -0.073723 -0.150495 -0.139816 -0.067800 -0.182178
0.083871 -0.233979 0.129952 0.082083 -0.005059 0.167817 0.071609 -0.190052 -0.137043 -0.196216
0.013078 0.011187 -0.029872 0.057010 -0.061292 -0.005369 -0.101458 0.074590 0.095268 0.141108
0.097934 -0.048815 -0.131830 -0.169221 -0.189875 -0.022745 0.194527 0.144262 0.126375 0.043182
0.001230 -0.159754 -0.030325 0.032061 -0.064501 -0.075110 -0.080686 -0.083503 -0.018640 -0.044752
0.064535 -0.013035 -0.019380 -0.028476 0.019490 0.052855 0.000444 0.114633 -0.011190 0.042647
0.215794 0.179097 -0.132337 -0.222688 -0.039082 0.251845 0.024108 0.123109 0.153524 -0.025723
-0.038530 0.181033 0.172980 -0.040544 0.193322 0.010578 0.172200 -0.038471 -0.107150 0.020837
0.080516 -0.083679 -0.046554 -0.027066 0.118238 -0.005703 -0.016780 -0.229004 0.001011 -0.039296
0.169446 0.049693 0.175406 0.080018 0.039665 0.114340 0.163796 0.023070 0.138613 0.066705
0.101894 0.150100 0.250781 0.138415 0.078027 0.147302 0.200343 0.021009 -0.215807 -0.052658
-0.223523 -0.209587 -0.216121 -0.145289 0.198980 -0.270383 0.268582 -0.209115 0.004986 -0.197197
0.124616 0.264416 -0.014666 0.195988 -0.143207 0.087051 -0.154438 0.234856 0.293490 0.020172
-0.105557 -0.006835 0.155965 0.121136 0.075213 0.078102 0.103594 -0.144127 0.126656 0.051785
0.100448 0.079856 0.000586 0.093272 0.036451 0.071154 0.085661 -0.098203 0.018404 -0.026366
0.263616 0.046381 -0.023802 0.109478 -0.077887 0.110687 -0.111690 0.141520 0.033013 -0.092003
-0.175448 -0.120971 -0.077447 0.001729 0.044138 0.056411 0.124209 0.074426 -0.054911 -0.122908
-0.005023 0.116650 0.124809 0.134632 -0.013230 -0.000265 -0.002788 0.119339 0.031053 0.073663
0.047168 0.128037 -0.001930 -0.033873 0.063450 0.026506 -0.036417 0.124958 -0.095553 -0.018274
-0.103281 -0.040064 -0.003130 -0.033151 -0.000697 -0.124837 -0.051844 0.077114 0.027573 -0.004355
-0.165430 0.220390 -0.101526 0.152255 -0.072304 -0.011027 0.022853 -0.053756 -0.076754 -0.154184
0.124107 0.018820 0.037281 0.163145 0.060190 0.023835 0.080632 0.022798 -0.280565 -0.042823
-0.066480 0.149428 -0.110025 0.052995 -0.023078 -0.071956 -0.058539 -0.053257 0.048909 -0.153805
0.005589 -0.036563 -0.054606 -0.010677 0.057134 -0.000061 -0.115848 -0.030330 0.044326 0.118781
